model,feature,feature_type,training_missing_pct,training_unique_non_missing,kept,reason
Ridge — history + levels + change,current_feature__education__תלמידים בחטיבות ביניים,numeric,21.826280623608017,314,True,kept
Ridge — history + levels + change,current_feature__education__תלמידים בבתי ספר תיכוניים,numeric,20.93541202672606,335,True,kept
Ridge — history + levels + change,current_feature__education__ממוצע תלמידים לכיתה בבתי ספר יסודיים,numeric,10.46770601336303,303,True,kept
Ridge — history + levels + change,"current_feature__education__אחוז תלמידים נושרים סה""כ",numeric,20.26726057906459,193,True,kept
Ridge — history + levels + change,current_feature__education__אחוז תלמידים נושרים בנים,numeric,36.525612472160354,197,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__education__אחוז תלמידים נושרים בנות,numeric,38.97550111358575,133,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__education__אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,numeric,12.91759465478842,371,True,kept
Ridge — history + levels + change,current_feature__education__אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,numeric,12.91759465478842,379,True,kept
Ridge — history + levels + change,current_feature__education__השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,numeric,10.46770601336303,342,True,kept
Ridge — history + levels + change,current_feature__education__השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,numeric,28.73051224944321,231,True,kept
Ridge — history + levels + change,current_feature__education__השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,numeric,10.46770601336303,366,True,kept
Ridge — history + levels + change,current_feature__education__השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,numeric,10.46770601336303,255,True,kept
Ridge — history + levels + change,current_feature__education__עובדי הוראה מספר עובדי הוראה,numeric,16.926503340757236,319,True,kept
Ridge — history + levels + change,current_feature__education__עובדי הוראה ממוצע שעות עבודה לשבוע,numeric,16.926503340757236,81,True,kept
Ridge — history + levels + change,current_feature__education__עובדי הוראה אחוז עובדי הוראה חדשים,numeric,17.37193763919822,297,True,kept
Ridge — history + levels + change,current_feature__education__עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,numeric,16.926503340757236,73,True,kept
Ridge — history + levels + change,current_feature__education__עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,numeric,16.926503340757236,91,True,kept
Ridge — history + levels + change,current_feature__education__עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,numeric,16.926503340757236,350,True,kept
Ridge — history + levels + change,current_feature__education__עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,numeric,16.926503340757236,286,True,kept
Ridge — history + levels + change,current_feature__education__עובדי הוראה ממוצע תלמידים למורה,numeric,17.14922048997773,288,True,kept
Ridge — history + levels + change,current_feature__education__עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,numeric,17.14922048997773,170,True,kept
Ridge — history + levels + change,"current_feature__income__שכר ממוצע לחודש של שכירים (ש""ח) כלל השכירים",numeric,6.23608017817372,421,True,kept
Ridge — history + levels + change,"current_feature__income__שכר ממוצע לחודש של שכירים (ש""ח) גברים",numeric,6.23608017817372,418,True,kept
Ridge — history + levels + change,"current_feature__income__שכר ממוצע לחודש של שכירים (ש""ח) נשים",numeric,6.23608017817372,417,True,kept
Ridge — history + levels + change,current_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים כלל השכירים,numeric,50.11135857461024,185,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים גברים,numeric,50.11135857461024,190,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים נשים,numeric,50.11135857461024,197,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__מספר השכירים,numeric,50.11135857461024,222,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__אחוז השכירים המשתכרים עד שכר מינימום,numeric,50.11135857461024,162,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__מספר העצמאים,numeric,50.11135857461024,209,False,missingness_above_threshold
Ridge — history + levels + change,"current_feature__income__הכנסה ממוצעת לחודש של העצמאים (ש""ח",numeric,50.11135857461024,224,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__אחוז שינוי ריאלי של הכנסה ממוצעת לחודש של העצמאים לעומת השנה הקודמת,numeric,50.11135857461024,207,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,numeric,50.11135857461024,143,False,missingness_above_threshold
Ridge — history + levels + change,"current_feature__income__מדד אי-השוויון שכירים (מדד ג'יני, 0 שוויון מלא",numeric,50.11135857461024,26,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__כלל בעלי הכנסה מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__כלל בעלי הכנסה שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__גברים מספר בעלי הכנסה,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__גברים שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__נשים מספר בעלי הכנסה,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__נשים שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__בעלי הכנסה משכר מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__בעלי הכנסה משכר שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__בעלי הכנסה עסקית מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__בעלי הכנסה עסקית שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__בעלי הכנסה משכר ועסקית מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__בעלי הכנסה משכר ועסקית שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income__שכירים השתכרים מתחת לשכר המינימום מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income_standard__avg_monthly_wage_total,numeric,6.23608017817372,421,True,kept
Ridge — history + levels + change,current_feature__income_standard__avg_monthly_wage_men,numeric,6.23608017817372,418,True,kept
Ridge — history + levels + change,current_feature__income_standard__avg_monthly_wage_women,numeric,6.23608017817372,417,True,kept
Ridge — history + levels + change,current_feature__income_standard__pct_below_minimum_wage_direct,numeric,50.11135857461024,162,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income_standard__below_minimum_wage_count,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income_standard__income_earner_count,numeric,50.11135857461024,222,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income_standard__gini_wage,numeric,50.11135857461024,26,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income_standard__gender_wage_ratio,numeric,6.23608017817372,421,True,kept
Ridge — history + levels + change,current_feature__income_standard__pct_below_minimum_wage,numeric,50.11135857461024,162,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__income_standard__gini_wage_2019_static,numeric,6.23608017817372,26,True,kept
Ridge — history + levels + change,"current_feature__welfare__מספר מקבלי דמי אבטלה 
(סה""כ שנתי",numeric,0.22271714922048996,419,True,kept
Ridge — history + levels + change,"current_feature__welfare__אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי",numeric,0.22271714922048996,387,True,kept
Ridge — history + levels + change,"current_feature__welfare__מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ",numeric,0.4454342984409799,366,True,kept
Ridge — history + levels + change,"current_feature__welfare__מקבלי דמי אבטלה 
(ממוצע חודשי) גברים",numeric,1.55902004454343,319,True,kept
Ridge — history + levels + change,"current_feature__welfare__אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי",numeric,0.4454342984409799,321,True,kept
Ridge — history + levels + change,"current_feature__welfare__גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים",numeric,0.22271714922048996,205,True,kept
Ridge — history + levels + change,"current_feature__welfare__דמי אבטלה ממוצעים ליום
(ש""ח",numeric,0.22271714922048996,309,True,kept
Ridge — history + levels + change,"current_feature__welfare__ימי זכאות לדמי אבטלה
(ממוצע שנתי",numeric,0.22271714922048996,238,True,kept
Ridge — history + levels + change,"current_feature__welfare__ניצול ימי אבטלה בשנה 
(ממוצע שנתי",numeric,0.22271714922048996,247,True,kept
Ridge — history + levels + change,"current_feature__welfare__ניצול ימי אבטלה בשנה 
(חציון שנתי",numeric,0.22271714922048996,98,True,kept
Ridge — history + levels + change,"current_feature__welfare__מקבלי הכשרה מקצועית
סה""כ",numeric,96.65924276169265,9,False,missingness_above_threshold
Ridge — history + levels + change,"current_feature__welfare__מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה",numeric,0.22271714922048996,419,True,kept
Ridge — history + levels + change,current_feature__welfare__אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה,numeric,0.22271714922048996,430,True,kept
Ridge — history + levels + change,"current_feature__welfare__מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה",numeric,3.5634743875278394,369,True,kept
Ridge — history + levels + change,current_feature__welfare__מקבלי גמלאות סיעוד (סוף שנה,numeric,0.6681514476614699,353,True,kept
Ridge — history + levels + change,current_feature__welfare__מקבלי גמלאות נכות כללית (סוף שנה,numeric,0.22271714922048996,390,True,kept
Ridge — history + levels + change,current_feature__welfare__מקבלי גמלאות ניידות (סוף שנה,numeric,0.22271714922048996,207,True,kept
Ridge — history + levels + change,current_feature__welfare__מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה,numeric,0.6681514476614699,194,True,kept
Ridge — history + levels + change,"current_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",numeric,0.22271714922048996,323,True,kept
Ridge — history + levels + change,"current_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי",numeric,0.22271714922048996,275,True,kept
Ridge — history + levels + change,"current_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת",numeric,0.22271714922048996,218,True,kept
Ridge — history + levels + change,"current_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית",numeric,0.22271714922048996,191,True,kept
Ridge — history + levels + change,"current_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",numeric,0.22271714922048996,425,True,kept
Ridge — history + levels + change,current_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,numeric,0.22271714922048996,417,True,kept
Ridge — history + levels + change,current_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,numeric,0.22271714922048996,406,True,kept
Ridge — history + levels + change,current_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,numeric,5.79064587973274,255,True,kept
Ridge — history + levels + change,"current_feature__welfare__מספר ילדים שבגינם שולמו קצבאות סה""כ",numeric,0.22271714922048996,435,True,kept
Ridge — history + levels + change,current_feature__welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,numeric,0.22271714922048996,427,True,kept
Ridge — history + levels + change,current_feature__welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,numeric,0.22271714922048996,435,True,kept
Ridge — history + levels + change,current_feature__welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר,numeric,0.22271714922048996,381,True,kept
Ridge — history + levels + change,current_feature__welfare_engineered__children_in_families_with_5plus_children_per_1000,numeric,12.694877505567929,392,True,kept
Ridge — history + levels + change,"delta_feature__demographic__צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר",numeric,26.057906458797326,159,True,kept
Ridge — history + levels + change,"delta_feature__demographic__סה""כ  אוכלוסייה בסוף השנה",numeric,14.92204899777283,188,True,kept
Ridge — history + levels + change,delta_feature__demographic__סך כל הישראלים,numeric,57.23830734966593,1,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים,numeric,38.084632516703785,24,False,missingness_above_threshold
Ridge — history + levels + change,"delta_feature__demographic__יהודים 
(אחוזים מתוך יהודים ואחרים",numeric,36.080178173719375,41,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים,numeric,60.57906458797328,1,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__מוסלמים (אחוזים מתוך האוכלוסייה הערבית,numeric,41.87082405345212,29,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__נוצרים (אחוזים מתוך האוכלוסייה הערבית,numeric,65.03340757238307,30,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__דרוזים (אחוזים מתוך האוכלוסייה הערבית,numeric,74.61024498886414,15,False,missingness_above_threshold
Ridge — history + levels + change,"delta_feature__demographic__סה""כ גברים בסוף השנה",numeric,14.92204899777283,184,True,kept
Ridge — history + levels + change,"delta_feature__demographic__סה""כ נשים בסוף השנה",numeric,14.92204899777283,185,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 4-0,numeric,14.92204899777283,157,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 9-5,numeric,14.92204899777283,155,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 14-10,numeric,14.92204899777283,158,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 19-15,numeric,14.92204899777283,168,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 29-20,numeric,14.92204899777283,174,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 44-30,numeric,14.92204899777283,161,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 59-45,numeric,14.92204899777283,170,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 64-60,numeric,14.92204899777283,156,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 65 ומעלה,numeric,14.92204899777283,170,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 17-0,numeric,14.92204899777283,176,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 75 ומעלה,numeric,14.92204899777283,172,True,kept
Ridge — history + levels + change,"delta_feature__demographic__יחס תלות (ל-1,000 תושבים בלתי תלויים",numeric,14.92204899777283,187,True,kept
Ridge — history + levels + change,delta_feature__demographic__לידות חי,numeric,14.92204899777283,119,True,kept
Ridge — history + levels + change,delta_feature__demographic__שיעור פריון כולל,numeric,39.42093541202672,96,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__פטירות תינוקות (ממוצע,numeric,30.066815144766146,50,False,missingness_above_threshold
Ridge — history + levels + change,"delta_feature__demographic__שיעור פטירות תינוקות ל-1,000 לידות חי",numeric,90.20044543429844,14,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__פטירות,numeric,14.92204899777283,74,True,kept
Ridge — history + levels + change,"delta_feature__demographic__שיעור פטירות מתוקנן ל-1,000 תושבים",numeric,20.26726057906459,122,True,kept
Ridge — history + levels + change,"delta_feature__demographic__ריבוי טבעי
סה""כ",numeric,14.92204899777283,120,True,kept
Ridge — history + levels + change,"delta_feature__demographic__ריבוי טבעי  ל-1,000 תושבים",numeric,14.92204899777283,177,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז גידול האוכלוסייה לעומת השנה הקודמת,numeric,14.92204899777283,168,True,kept
Ridge — history + levels + change,delta_feature__demographic__אחוז עולי 1990+ מסך האוכלוסייה,numeric,14.92204899777283,78,True,kept
Ridge — history + levels + change,delta_feature__demographic__השתקעות ראשונה של עולים,numeric,53.89755011135857,73,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 17-0,numeric,52.78396436525612,98,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 44-18,numeric,48.329621380846326,98,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 64-45,numeric,47.66146993318486,91,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 65 ומעלה,numeric,48.10690423162583,91,False,missingness_above_threshold
Ridge — history + levels + change,"delta_feature__demographic__מאזן הגירה ביישוב
סה""כ",numeric,15.367483296213807,159,True,kept
Ridge — history + levels + change,delta_feature__demographic__מאזן הגירה פנימית,numeric,17.59465478841871,160,True,kept
Ridge — history + levels + change,"delta_feature__demographic__נכנסים מיישובים אחרים סה""כ",numeric,17.14922048997773,151,True,kept
Ridge — history + levels + change,delta_feature__demographic__נכנסים מיישובים אחרים גברים,numeric,18.040089086859687,131,True,kept
Ridge — history + levels + change,delta_feature__demographic__נכנסים מיישובים אחרים נשים,numeric,17.14922048997773,138,True,kept
Ridge — history + levels + change,delta_feature__demographic__נכנסים מיישובים אחרים עד גיל 14,numeric,18.485523385300667,125,True,kept
Ridge — history + levels + change,delta_feature__demographic__נכנסים מיישובים אחרים גיל 29-15,numeric,18.040089086859687,112,True,kept
Ridge — history + levels + change,delta_feature__demographic__נכנסים מיישובים אחרים גיל 64-30,numeric,18.040089086859687,120,True,kept
Ridge — history + levels + change,delta_feature__demographic__נכנסים מיישובים אחרים גיל 65 ומעלה,numeric,50.33407572383074,60,False,missingness_above_threshold
Ridge — history + levels + change,"delta_feature__demographic__יוצאים ליישובים אחרים סה""כ",numeric,14.92204899777283,135,True,kept
Ridge — history + levels + change,delta_feature__demographic__יוצאים ליישובים אחרים גברים,numeric,17.14922048997773,116,True,kept
Ridge — history + levels + change,delta_feature__demographic__יוצאים ליישובים אחרים נשים,numeric,16.258351893095767,117,True,kept
Ridge — history + levels + change,delta_feature__demographic__יוצאים ליישובים אחרים עד גיל 14,numeric,18.70824053452116,100,True,kept
Ridge — history + levels + change,delta_feature__demographic__יוצאים ליישובים אחרים גיל 29-15,numeric,16.258351893095767,109,True,kept
Ridge — history + levels + change,delta_feature__demographic__יוצאים ליישובים אחרים גיל 64-30,numeric,17.817371937639198,108,True,kept
Ridge — history + levels + change,delta_feature__demographic__יוצאים ליישובים אחרים גיל 65 ומעלה,numeric,48.329621380846326,55,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__הגירה בתוך הרשות המקומית,numeric,33.18485523385301,139,False,missingness_above_threshold
Ridge — history + levels + change,"delta_feature__demographic__נישאים סה""כ גברים ונשים",numeric,15.14476614699332,105,True,kept
Ridge — history + levels + change,"delta_feature__demographic__נישאים שיעור ל-1,000 תושבים לא נשואים בני 15 ומעלה",numeric,15.14476614699332,153,True,kept
Ridge — history + levels + change,"delta_feature__demographic__מתגרשים סה""כ גברים ונשים",numeric,15.590200445434299,74,True,kept
Ridge — history + levels + change,"delta_feature__demographic__מתגרשים שיעור ל-1,000 תושבים נשואים בני 15 ומעלה",numeric,16.70378619153675,108,True,kept
Ridge — history + levels + change,delta_feature__demographic__ערבים (אחוזים,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך מוסדות דיור משותף ברשות,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך דיירי דיור משותף ברשות,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים בבתי אבות ובדיור מוגן,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות חינוך,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות דת,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אשפוז כולל הוסטלים,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אחרים,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__demographic__יהודים ואחרים (אחוזים,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels + change,"delta_feature__education__ילדים בגנים של משרד החינוך סה""כ",numeric,10.46770601336303,125,True,kept
Ridge — history + levels + change,delta_feature__education__ילדים בגנים של משרד החינוך גיל 3,numeric,10.46770601336303,103,True,kept
Ridge — history + levels + change,delta_feature__education__ילדים בגנים של משרד החינוך גיל 4,numeric,10.46770601336303,105,True,kept
Ridge — history + levels + change,delta_feature__education__ילדים בגנים של משרד החינוך גיל 5,numeric,10.46770601336303,110,True,kept
Ridge — history + levels + change,delta_feature__education__ילדים בגנים של משרד החינוך גיל 6,numeric,18.70824053452116,47,True,kept
Ridge — history + levels + change,"delta_feature__education__בתי ספר סה""כ",numeric,10.913140311804009,9,True,kept
Ridge — history + levels + change,delta_feature__education__בתי ספר יסודיים,numeric,11.358574610244988,7,True,kept
Ridge — history + levels + change,delta_feature__education__בתי ספר על-יסודיים,numeric,17.14922048997773,10,True,kept
Ridge — history + levels + change,delta_feature__education__בתי ספר חטיבות ביניים,numeric,22.048997772828507,6,True,kept
Ridge — history + levels + change,delta_feature__education__בתי ספר תיכוניים,numeric,21.158129175946545,8,True,kept
Ridge — history + levels + change,"delta_feature__education__כיתות סה""כ",numeric,11.1358574610245,47,True,kept
Ridge — history + levels + change,delta_feature__education__כיתות בבתי ספר יסודיים,numeric,11.358574610244988,38,True,kept
Ridge — history + levels + change,delta_feature__education__כיתות בבתי ספר על-יסודיים,numeric,17.14922048997773,31,True,kept
Ridge — history + levels + change,delta_feature__education__כיתות בחטיבות ביניים,numeric,22.048997772828507,15,True,kept
Ridge — history + levels + change,delta_feature__education__כיתות בבתי ספר תיכוניים,numeric,21.158129175946545,23,True,kept
Ridge — history + levels + change,"delta_feature__education__תלמידים סה""כ",numeric,11.1358574610245,150,True,kept
Ridge — history + levels + change,delta_feature__education__תלמידים בבתי ספר יסודיים,numeric,11.358574610244988,140,True,kept
Ridge — history + levels + change,delta_feature__education__תלמידים בבתי ספר על-יסודיים,numeric,17.14922048997773,140,True,kept
Ridge — history + levels + change,delta_feature__education__תלמידים בחטיבות ביניים,numeric,22.048997772828507,113,True,kept
Ridge — history + levels + change,delta_feature__education__תלמידים בבתי ספר תיכוניים,numeric,21.158129175946545,120,True,kept
Ridge — history + levels + change,delta_feature__education__ממוצע תלמידים לכיתה בבתי ספר יסודיים,numeric,10.46770601336303,149,True,kept
Ridge — history + levels + change,"delta_feature__education__אחוז תלמידים נושרים סה""כ",numeric,22.048997772828507,134,True,kept
Ridge — history + levels + change,delta_feature__education__אחוז תלמידים נושרים בנים,numeric,40.75723830734967,104,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__education__אחוז תלמידים נושרים בנות,numeric,42.31625835189309,87,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__education__אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,numeric,12.91759465478842,192,True,kept
Ridge — history + levels + change,delta_feature__education__אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,numeric,12.91759465478842,195,True,kept
Ridge — history + levels + change,delta_feature__education__השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,numeric,10.46770601336303,153,True,kept
Ridge — history + levels + change,delta_feature__education__השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,numeric,30.51224944320713,126,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__education__השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,numeric,10.46770601336303,190,True,kept
Ridge — history + levels + change,delta_feature__education__השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,numeric,10.46770601336303,117,True,kept
Ridge — history + levels + change,delta_feature__education__עובדי הוראה מספר עובדי הוראה,numeric,17.59465478841871,89,True,kept
Ridge — history + levels + change,delta_feature__education__עובדי הוראה ממוצע שעות עבודה לשבוע,numeric,17.59465478841871,54,True,kept
Ridge — history + levels + change,delta_feature__education__עובדי הוראה אחוז עובדי הוראה חדשים,numeric,18.485523385300667,171,True,kept
Ridge — history + levels + change,delta_feature__education__עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,numeric,17.59465478841871,66,True,kept
Ridge — history + levels + change,delta_feature__education__עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,numeric,17.59465478841871,51,True,kept
Ridge — history + levels + change,delta_feature__education__עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,numeric,17.59465478841871,182,True,kept
Ridge — history + levels + change,delta_feature__education__עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,numeric,17.59465478841871,184,True,kept
Ridge — history + levels + change,delta_feature__education__עובדי הוראה ממוצע תלמידים למורה,numeric,17.817371937639198,161,True,kept
Ridge — history + levels + change,delta_feature__education__עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,numeric,17.817371937639198,128,True,kept
Ridge — history + levels + change,"delta_feature__income__שכר ממוצע לחודש של שכירים (ש""ח) כלל השכירים",numeric,6.23608017817372,198,True,kept
Ridge — history + levels + change,"delta_feature__income__שכר ממוצע לחודש של שכירים (ש""ח) גברים",numeric,6.23608017817372,198,True,kept
Ridge — history + levels + change,"delta_feature__income__שכר ממוצע לחודש של שכירים (ש""ח) נשים",numeric,6.23608017817372,198,True,kept
Ridge — history + levels + change,delta_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים כלל השכירים,numeric,50.11135857461024,1,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים גברים,numeric,50.11135857461024,1,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים נשים,numeric,50.11135857461024,1,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__income__מספר השכירים,numeric,50.11135857461024,1,False,missingness_above_threshold
Ridge — history + levels + change,delta_feature__income__אחוז השכירים המשתכרים עד שכר מינימום,numeric,50.11135857461024,1,False,missingness_above_threshold
