feature,source_family,transform_type,identity_proxy,original_source_columns,source_years,development_coverage,development_unique_nonmissing,legacy_target_selected_feature,feature_sets,selection_method
education__בתי_ספר_סה_כ__level,education,level,False,"בתי ספר סה""כ",2019|2020|2021|2022|2023,0.04234596654668643,74,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__בתי_ספר_יסודיים__level,education,level,False,בתי ספר יסודיים,2019|2020|2021|2022|2023,0.042134236713953,59,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__בתי_ספר_על_יסודיים__level,education,level,False,בתי ספר על-יסודיים,2019|2020|2021|2022|2023,0.0394876138047851,56,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__בתי_ספר_חטיבות_ביניים__level,education,level,False,בתי ספר חטיבות ביניים,2019|2020|2021|2022|2023,0.03715858564471734,26,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__בתי_ספר_תיכוניים__level,education,level,False,בתי ספר תיכוניים,2019|2020|2021|2022|2023,0.037582045310184206,44,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__כיתות_סה_כ__level,education,level,False,"כיתות סה""כ",2019|2020|2021|2022|2023,0.042240101630319715,268,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__כיתות_בבתי_ספר_יסודיים__level,education,level,False,כיתות בבתי ספר יסודיים,2019|2020|2021|2022|2023,0.042134236713953,215,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__כיתות_בבתי_ספר_על_יסודיים__level,education,level,False,כיתות בבתי ספר על-יסודיים,2019|2020|2021|2022|2023,0.0394876138047851,188,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__כיתות_בחטיבות_ביניים__level,education,level,False,כיתות בחטיבות ביניים,2019|2020|2021|2022|2023,0.03715858564471734,115,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__כיתות_בבתי_ספר_תיכוניים__level,education,level,False,כיתות בבתי ספר תיכוניים,2019|2020|2021|2022|2023,0.037582045310184206,148,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__תלמידים_סה_כ__level,education,level,False,"תלמידים סה""כ",2019|2020|2021|2022|2023,0.042240101630319715,392,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__תלמידים_בבתי_ספר_יסודיים__level,education,level,False,תלמידים בבתי ספר יסודיים,2019|2020|2021|2022|2023,0.042134236713953,390,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__תלמידים_בבתי_ספר_על_יסודיים__level,education,level,False,תלמידים בבתי ספר על-יסודיים,2019|2020|2021|2022|2023,0.0394876138047851,357,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__תלמידים_בחטיבות_ביניים__level,education,level,False,תלמידים בחטיבות ביניים,2019|2020|2021|2022|2023,0.03715858564471734,314,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__תלמידים_בבתי_ספר_תיכוניים__level,education,level,False,תלמידים בבתי ספר תיכוניים,2019|2020|2021|2022|2023,0.037582045310184206,335,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__ממוצע_תלמידים_לכיתה_בבתי_ספר_יסודיים__level,education,level,False,ממוצע תלמידים לכיתה בבתי ספר יסודיים,2019|2020|2021|2022|2023,0.04255769637941986,303,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__אחוז_תלמידים_נושרים_סה_כ__level,education,level,False,"אחוז תלמידים נושרים סה""כ",2019|2020|2021|2022|2023,0.037899640059284354,193,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__אחוז_תלמידים_נושרים_בנים__level,education,level,False,אחוז תלמידים נושרים בנים,2019|2020|2021|2022|2023,0.03017150116451408,197,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__אחוז_תלמידים_נושרים_בנות__level,education,level,False,אחוז תלמידים נושרים בנות,2019|2020|2021|2022|2023,0.029006987084480202,133,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__השכלה_גבוהה_אחוז_בעלי_תארים_מישראל_מתוך_אוכלוסיית_בני_55_35__level,education,level,False,השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,2019|2020|2021|2022|2023,0.04255769637941986,342,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__השכלה_גבוהה_אחוז_הנכנסים_להשכלה_גבוהה_בתוך_8_שנים_בקרב_תלמידי_יב__level,education,level,False,השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,2019|2020|2021|2022|2023,0.03387677323734914,231,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__השכלה_גבוהה_אחוז_סטודנטים_מתוך_אוכלוסיית_בני_25_20__level,education,level,False,השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,2019|2020|2021|2022|2023,0.04255769637941986,366,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__השכלה_גבוהה_אחוז_סטודנטים_מתוך_כלל_האוכלוסייה__level,education,level,False,השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,2019|2020|2021|2022|2023,0.04255769637941986,255,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__עובדי_הוראה_מספר_עובדי_הוראה__level,education,level,False,עובדי הוראה מספר עובדי הוראה,2019|2020|2021|2022|2023,0.0394876138047851,319,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__עובדי_הוראה_ממוצע_שעות_עבודה_לשבוע__level,education,level,False,עובדי הוראה ממוצע שעות עבודה לשבוע,2019|2020|2021|2022|2023,0.0394876138047851,81,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__עובדי_הוראה_אחוז_עובדי_הוראה_חדשים__level,education,level,False,עובדי הוראה אחוז עובדי הוראה חדשים,2019|2020|2021|2022|2023,0.03927588397205166,297,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__עובדי_הוראה_אחוז_שעות_היעדרות_מסך_שעות_עבודה_שנתיות__level,education,level,False,עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,2019|2020|2021|2022|2023,0.0394876138047851,73,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__עובדי_הוראה_ממוצע_שנות_ותק_מוכרות_בהוראה__level,education,level,False,עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,2019|2020|2021|2022|2023,0.0394876138047851,91,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__עובדי_הוראה_אחוז_בעלי_דרגת_שכר_תואר_שני_ומעלה__level,education,level,False,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,2019|2020|2021|2022|2023,0.0394876138047851,350,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__עובדי_הוראה_אחוז_עובדי_הוראה_משתלמים_מכלל_עובדי_הוראה__level,education,level,False,עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,2019|2020|2021|2022|2023,0.0394876138047851,286,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__עובדי_הוראה_ממוצע_תלמידים_למורה__level,education,level,False,עובדי הוראה ממוצע תלמידים למורה,2019|2020|2021|2022|2023,0.039381748888418375,288,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__עובדי_הוראה_ממוצע_שעות_עבודה_שבועיות_לתלמיד__level,education,level,False,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,2019|2020|2021|2022|2023,0.039381748888418375,170,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
missing__demographic__לידות_חי__level,demographic,missing_indicator,False,לידות חי,2003|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__פטירות__level,demographic,missing_indicator,False,פטירות,2003|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__ריבוי_טבעי_סה_כ__level,demographic,missing_indicator,False,"ריבוי טבעי
סה""כ | ריבוי טבעי - סה""כ",2003|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_עולי_1990_מסך_האוכלוסייה__level,demographic,missing_indicator,False,אחוז עולי 1990+ מסך האוכלוסייה,2003|2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__השתקעות_ראשונה_של_עולים__level,demographic,missing_indicator,False,השתקעות ראשונה של עולים,2003|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__סה_כ_גברים_בסוף_2015_אלפים__level,demographic,missing_indicator,False,"סה""כ גברים בסוף 2015 (אלפים)",2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__סה_כ_נשים_בסוף_2015_אלפים__level,demographic,missing_indicator,False,"סה""כ נשים בסוף 2015 (אלפים)",2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יחס_תלות_לאלף_תושבים_בלתי_תלויים_2015__level,demographic,missing_indicator,False,יחס תלות (לאלף תושבים בלתי תלויים) 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_4_0_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 4-0  באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_9_5_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 9-5  באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_14_10_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני  14-10 באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_19_15_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 19-15  באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_29_20_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 29-20 באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_44_30_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 44-30  באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_59_45_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 59-45  באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_64_60_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 64-60  באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_65_ומעלה_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 65 ומעלה  באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_17_0_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 17-0  באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_בני_75_ומעלה_באוכלוסייה_בסוף_2015__level,demographic,missing_indicator,False,אחוז בני 75 ומעלה באוכלוסייה בסוף 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__לידות_חי_2015__level,demographic,missing_indicator,False,לידות חי 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__פטירות_2015__level,demographic,missing_indicator,False,פטירות 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__ריבוי_טבעי_סה_כ_2015__level,demographic,missing_indicator,False,"ריבוי טבעי - סה""כ 2015",2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__ריבוי_טבעי_לאלף_תושבים_2015_2014__level,demographic,missing_indicator,False,ריבוי טבעי  לאלף תושבים 2015-2014,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__מאזן_הגירה_סה_כ_2015__level,demographic,missing_indicator,False,"מאזן הגירה - סה""כ 2015",2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_עולי_1990_מסך_האוכלוסייה_2015__level,demographic,missing_indicator,False,אחוז עולי 1990+ מסך האוכלוסייה 2015,2015,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_גידול_האוכלוסייה_שנת_2015_לעומת_2014__level,demographic,missing_indicator,False,אחוז גידול האוכלוסייה שנת 2015 לעומת 2014,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__פטירות_תינוקות_ממוצע_2015_2011__level,demographic,missing_indicator,False,פטירות תינוקות (ממוצע 2015-2011),2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__השתקעות_ראשונה_של_עולים_2015__level,demographic,missing_indicator,False,השתקעות ראשונה של עולים 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_עולים_בני_17_0_בהשתקעות_ראשונה_2015__level,demographic,missing_indicator,False,אחוז עולים בני 17-0 בהשתקעות ראשונה 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_עולים_בני_44_18_בהשתקעות_ראשונה_2015__level,demographic,missing_indicator,False,אחוז עולים בני 44-18 בהשתקעות ראשונה 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_עולים_בני_64_45_בהשתקעות_ראשונה_2015__level,demographic,missing_indicator,False,אחוז עולים בני 64-45 בהשתקעות ראשונה 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_עולים_בני_65_ומעלה_בהשתקעות_ראשונה_2015__level,demographic,missing_indicator,False,אחוז עולים בני 65 ומעלה בהשתקעות ראשונה 2015,2015,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__צפיפות_אוכלוסייה_לקמ_ר_ביישובים_שמנו_5_000_תושבים_ויותר__level,demographic,missing_indicator,False,"צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר",2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__סה_כ_אוכלוסייה_בסוף_השנה__level,demographic,missing_indicator,False,"סה""כ  אוכלוסייה בסוף השנה",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__סה_כ_גברים_בסוף_השנה__level,demographic,missing_indicator,False,"סה""כ גברים בסוף השנה",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__סה_כ_נשים_בסוף_השנה__level,demographic,missing_indicator,False,"סה""כ נשים בסוף השנה",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_4_0__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 4-0,2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_9_5__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 9-5,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_14_10__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 14-10,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_19_15__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 19-15,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_29_20__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 29-20,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_44_30__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 44-30,2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_59_45__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 59-45,2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_64_60__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 64-60,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_65_ומעלה__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 65 ומעלה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_17_0__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 17-0,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_75_ומעלה__level,demographic,missing_indicator,False,אחוז באוכלוסייה בסוף השנה בני 75 ומעלה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יחס_תלות_ל_1_000_תושבים_בלתי_תלויים__level,demographic,missing_indicator,False,"יחס תלות (ל-1,000 תושבים בלתי תלויים)",2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__שיעור_פריון_כולל__level,demographic,missing_indicator,False,שיעור פריון כולל,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__פטירות_תינוקות_ממוצע__level,demographic,missing_indicator,False,פטירות תינוקות (ממוצע),2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__שיעור_פטירות_מתוקנן_ל_1_000_תושבים__level,demographic,missing_indicator,False,"שיעור פטירות מתוקנן ל-1,000 תושבים",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__ריבוי_טבעי_ל_1_000_תושבים__level,demographic,missing_indicator,False,"ריבוי טבעי  ל-1,000 תושבים",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_גידול_האוכלוסייה_לעומת_השנה_הקודמת__level,demographic,missing_indicator,False,אחוז גידול האוכלוסייה לעומת השנה הקודמת,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_עולים_בהשתקעות_ראשונה_בני_17_0__level,demographic,missing_indicator,False,אחוז עולים בהשתקעות ראשונה בני 17-0,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_עולים_בהשתקעות_ראשונה_בני_44_18__level,demographic,missing_indicator,False,אחוז עולים בהשתקעות ראשונה בני 44-18,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
